UserID,Prediction,Actual,Hit-Ratio,confi
136109,"[4, 61, 0, 423, 112, 354, 454, 504, 206, 501, 374, 413, 392, 156, 78]","{0, 1, 2, 3, 4, 5, 6}",0.2857142857142857,0.2-0.4
22891,"[16, 17, 326, 305, 15, 107, 160, 313, 62, 403, 66, 379, 375, 485, 146]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26}",0.1111111111111111,0-0.2
32306,"[457, 470, 434, 278, 236, 230, 320, 251, 91, 104, 440, 374, 71, 339, 291]",{0},0.0,0-0.2
98733,"[468, 215, 409, 15, 6, 488, 360, 172, 363, 264, 444, 323, 355, 356, 92]","{0, 1, 2, 3, 4, 5, 6}",0.14285714285714285,0-0.2
136814,"[1, 54, 411, 486, 135, 307, 0, 52, 326, 476, 375, 28, 400, 231, 130]","{0, 1}",1.0,0.8-1.0
122657,"[494, 348, 79, 462, 426, 453, 410, 184, 116, 38, 254, 320, 394, 323, 238]","{0, 1}",0.0,0-0.2
72533,"[0, 290, 259, 102, 455, 336, 167, 107, 356, 421, 137, 193, 383, 352, 395]",{0},1.0,0.8-1.0
73962,"[405, 467, 229, 4, 500, 241, 437, 321, 69, 464, 456, 436, 395, 255, 3]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}",0.18181818181818182,0-0.2
19801,"[379, 1, 419, 289, 361, 109, 216, 357, 235, 46, 84, 434, 224, 444, 136]","{0, 1}",0.5,0.4-0.6
172024,"[1, 139, 35, 36, 427, 94, 262, 230, 81, 27, 0, 189, 59, 342, 170]","{0, 1}",1.0,0.8-1.0
69190,"[183, 141, 43, 407, 2, 6, 181, 170, 209, 241, 414, 4, 342, 411, 435]","{0, 1, 2, 3, 4, 5, 6, 7}",0.375,0.2-0.4
171141,"[251, 47, 446, 468, 28, 407, 371, 248, 334, 196, 310, 247, 152, 7, 290]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}",0.09090909090909091,0-0.2
159540,"[1, 231, 71, 3, 79, 15, 143, 135, 66, 195, 145, 259, 468, 0, 358]","{0, 1, 2, 3, 4, 5}",0.5,0.4-0.6
89331,"[282, 383, 409, 446, 223, 279, 466, 427, 107, 504, 144, 216, 98, 47, 176]","{0, 1, 2, 3, 4, 5, 6, 7}",0.0,0-0.2
156730,"[2, 478, 361, 322, 110, 135, 282, 105, 146, 318, 210, 450, 379, 3, 38]","{0, 1, 2, 3, 4, 5}",0.3333333333333333,0.2-0.4
178384,"[4, 17, 325, 440, 393, 309, 290, 498, 7, 310, 46, 447, 33, 408, 276]","{0, 1, 2, 3, 4, 5, 6, 7}",0.25,0.2-0.4
180651,"[1, 268, 343, 215, 340, 478, 431, 479, 136, 7, 37, 29, 424, 78, 82]","{0, 1, 2, 3, 4, 5, 6, 7}",0.25,0.2-0.4
20399,"[54, 367, 397, 85, 2, 502, 444, 179, 349, 292, 252, 398, 490, 352, 449]","{0, 1, 2, 3, 4}",0.2,0.2-0.4
106191,"[172, 493, 20, 117, 165, 410, 460, 406, 414, 217, 320, 230, 308, 127, 42]",{0},0.0,0-0.2
137396,"[199, 8, 123, 225, 87, 445, 1, 302, 328, 426, 455, 243, 109, 114, 54]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11}",0.16666666666666666,0-0.2
169994,"[386, 125, 283, 3, 388, 378, 358, 259, 57, 245, 201, 252, 428, 390, 177]","{0, 1, 2}",0.0,0-0.2
150293,"[33, 85, 304, 310, 180, 189, 270, 390, 123, 54, 473, 215, 113, 185, 93]","{0, 1, 2, 3, 4, 5, 6}",0.0,0-0.2
175703,"[4, 338, 343, 316, 195, 118, 194, 247, 471, 490, 170, 443, 305, 41, 60]","{0, 1, 2, 3, 4}",0.2,0.2-0.4
80318,"[8, 127, 216, 430, 365, 191, 287, 249, 437, 404, 59, 435, 68, 376, 416]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}",0.09090909090909091,0-0.2
116591,"[7, 302, 109, 201, 65, 243, 500, 80, 410, 145, 127, 111, 68, 451, 241]","{0, 1, 2, 3, 4, 5, 6, 7, 8}",0.1111111111111111,0-0.2
65642,"[440, 102, 107, 289, 0, 378, 193, 215, 455, 460, 266, 139, 408, 442, 379]",{0},1.0,0.8-1.0
122176,"[487, 153, 98, 306, 1, 44, 28, 144, 67, 292, 20, 111, 470, 378, 24]","{0, 1}",0.5,0.4-0.6
137098,"[228, 1, 477, 163, 269, 404, 137, 13, 92, 293, 420, 449, 334, 224, 67]","{0, 1, 2, 3}",0.25,0.2-0.4
17286,"[291, 398, 314, 70, 13, 132, 241, 44, 204, 256, 435, 282, 262, 20, 272]","{0, 1, 2, 3, 4}",0.0,0-0.2
133207,"[296, 0, 110, 52, 468, 9, 372, 76, 263, 223, 229, 449, 196, 238, 220]",{0},1.0,0.8-1.0
205093,"[387, 66, 1, 138, 2, 198, 201, 268, 17, 436, 456, 252, 87, 197, 324]","{0, 1, 2, 3, 4}",0.4,0.4-0.6
103068,"[0, 120, 83, 456, 399, 478, 144, 260, 360, 121, 440, 258, 250, 173, 446]",{0},1.0,0.8-1.0
189382,"[1, 423, 406, 410, 431, 3, 324, 165, 190, 455, 75, 326, 284, 336, 464]","{0, 1, 2, 3, 4, 5, 6, 7}",0.25,0.2-0.4
23366,"[347, 432, 134, 132, 488, 6, 201, 48, 428, 158, 115, 7, 27, 296, 179]","{0, 1, 2, 3, 4}",0.0,0-0.2
120431,"[0, 373, 282, 186, 430, 239, 485, 184, 181, 329, 261, 417, 406, 38, 296]",{0},1.0,0.8-1.0
66832,"[5, 2, 262, 364, 40, 105, 38, 151, 244, 70, 348, 368, 263, 490, 475]","{0, 1}",0.0,0-0.2
121488,"[5, 436, 36, 373, 257, 209, 146, 301, 124, 446, 82, 0, 236, 369, 2]","{0, 1, 2, 3, 4, 5, 6}",0.42857142857142855,0.4-0.6
136660,"[0, 305, 288, 139, 171, 194, 235, 297, 263, 22, 23, 234, 21, 441, 493]",{0},1.0,0.8-1.0
15345,"[311, 2, 55, 116, 500, 20, 3, 498, 344, 204, 99, 34, 133, 375, 225]","{0, 1, 2, 3, 4}",0.4,0.4-0.6
110358,"[416, 186, 239, 0, 134, 13, 303, 479, 253, 41, 290, 139, 98, 1, 2]","{0, 1, 2, 3, 4, 5}",0.5,0.4-0.6
53878,"[290, 0, 93, 20, 315, 283, 302, 497, 199, 398, 312, 499, 30, 435, 51]","{0, 1, 2, 3, 4, 5, 6, 7, 8}",0.1111111111111111,0-0.2
143916,"[0, 370, 126, 253, 404, 327, 195, 151, 480, 461, 136, 422, 198, 78, 350]","{0, 1, 2, 3}",0.25,0.2-0.4
48268,"[0, 488, 93, 24, 62, 114, 4, 171, 214, 232, 98, 419, 470, 140, 359]","{0, 1, 2, 3, 4}",0.4,0.4-0.6
186679,"[318, 394, 0, 99, 360, 223, 292, 13, 401, 374, 315, 161, 77, 89, 187]","{0, 1}",0.5,0.4-0.6
46648,"[0, 94, 35, 324, 458, 299, 450, 441, 391, 83, 219, 238, 278, 435, 215]","{0, 1}",0.5,0.4-0.6
27321,"[386, 286, 61, 260, 125, 5, 329, 385, 223, 99, 460, 180, 474, 337, 222]",{0},0.0,0-0.2
196583,"[1, 247, 128, 186, 229, 180, 324, 11, 148, 175, 210, 55, 167, 63, 446]","{0, 1, 2, 3, 4, 5}",0.16666666666666666,0-0.2
132800,"[4, 107, 222, 504, 31, 60, 184, 470, 130, 307, 136, 35, 505, 238, 225]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}",0.09090909090909091,0-0.2
34701,"[177, 293, 27, 189, 423, 15, 1, 453, 255, 132, 74, 392, 63, 383, 43]","{0, 1}",0.5,0.4-0.6
25297,"[132, 435, 24, 442, 215, 148, 288, 78, 116, 172, 356, 227, 346, 220, 12]",{0},0.0,0-0.2
15655,"[0, 2, 228, 40, 133, 5, 132, 428, 181, 256, 61, 398, 28, 335, 436]","{0, 1, 2}",0.6666666666666666,0.6-0.8
42076,"[193, 230, 359, 341, 18, 47, 128, 110, 370, 421, 287, 63, 205, 417, 304]","{0, 1, 2, 3, 4, 5}",0.0,0-0.2
102677,"[159, 485, 157, 163, 24, 220, 49, 425, 316, 432, 229, 9, 96, 290, 111]","{0, 1, 2, 3, 4, 5}",0.0,0-0.2
11404,"[1, 149, 231, 354, 347, 412, 330, 2, 374, 307, 23, 76, 433, 453, 232]","{0, 1, 2, 3, 4}",0.4,0.4-0.6
182731,"[475, 60, 21, 255, 265, 66, 332, 320, 91, 130, 379, 378, 64, 1, 203]","{0, 1, 2, 3}",0.25,0.2-0.4
173635,"[468, 249, 434, 319, 23, 368, 8, 286, 402, 409, 287, 187, 254, 20, 77]","{0, 1}",0.0,0-0.2
147937,"[0, 133, 258, 5, 495, 268, 150, 476, 177, 215, 111, 424, 206, 104, 468]","{0, 1, 2, 3, 4, 5, 6}",0.2857142857142857,0.2-0.4
128772,"[239, 1, 55, 403, 446, 313, 343, 293, 219, 284, 70, 116, 108, 82, 160]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}",0.09090909090909091,0-0.2
72851,"[397, 463, 8, 299, 345, 372, 382, 251, 254, 297, 343, 115, 255, 420, 267]","{0, 1, 2, 3, 4, 5, 6, 7}",0.0,0-0.2
14622,"[3, 177, 332, 17, 359, 335, 377, 417, 32, 447, 419, 212, 117, 401, 42]","{0, 1, 2, 3, 4}",0.2,0.2-0.4
59007,"[57, 0, 301, 79, 276, 218, 389, 501, 327, 342, 247, 400, 227, 113, 86]","{0, 1}",0.5,0.4-0.6
14378,"[1, 428, 107, 10, 41, 334, 396, 360, 270, 275, 134, 303, 125, 138, 358]","{0, 1}",0.5,0.4-0.6
90661,"[128, 119, 268, 129, 139, 371, 82, 394, 13, 149, 8, 322, 390, 130, 242]","{0, 1, 2, 3, 4, 5, 6, 7}",0.0,0-0.2
44497,"[5, 91, 285, 463, 8, 321, 106, 503, 291, 370, 253, 319, 504, 385, 454]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14}",0.13333333333333333,0-0.2
103743,"[4, 171, 6, 137, 0, 178, 204, 275, 467, 429, 272, 318, 492, 221, 80]","{0, 1, 2, 3, 4, 5, 6, 7, 8}",0.3333333333333333,0.2-0.4
175422,"[279, 1, 135, 483, 152, 402, 3, 342, 487, 468, 370, 316, 356, 156, 362]","{0, 1}",0.5,0.4-0.6
17008,"[5, 210, 288, 26, 490, 152, 120, 168, 142, 42, 436, 454, 497, 444, 217]",{0},0.0,0-0.2
68950,"[2, 113, 267, 312, 488, 446, 395, 157, 452, 477, 207, 458, 257, 338, 153]","{0, 1, 2}",0.3333333333333333,0.2-0.4
39558,"[0, 446, 369, 457, 246, 101, 105, 216, 7, 139, 130, 264, 192, 282, 299]",{0},1.0,0.8-1.0
119466,"[267, 389, 304, 1, 394, 218, 0, 64, 216, 120, 220, 351, 290, 423, 150]","{0, 1, 2, 3, 4, 5, 6}",0.2857142857142857,0.2-0.4
117114,"[260, 159, 244, 470, 477, 413, 176, 449, 265, 263, 164, 461, 211, 322, 195]","{0, 1, 2, 3}",0.0,0-0.2
88140,"[436, 126, 361, 88, 274, 131, 137, 422, 503, 243, 284, 354, 124, 468, 256]","{0, 1, 2, 3}",0.0,0-0.2
62061,"[0, 327, 45, 454, 244, 164, 87, 28, 61, 117, 119, 112, 338, 353, 249]","{0, 1, 2, 3, 4, 5}",0.16666666666666666,0-0.2
94148,"[479, 214, 457, 240, 357, 303, 187, 309, 466, 362, 464, 12, 415, 286, 324]","{0, 1}",0.0,0-0.2
30993,"[291, 323, 389, 32, 153, 264, 449, 116, 326, 298, 484, 150, 440, 419, 426]","{0, 1, 2}",0.0,0-0.2
22390,"[1, 309, 0, 302, 25, 473, 90, 412, 167, 356, 106, 457, 348, 413, 171]","{0, 1, 2}",0.6666666666666666,0.6-0.8
177900,"[442, 218, 389, 80, 253, 345, 403, 108, 305, 208, 424, 462, 247, 282, 90]","{0, 1}",0.0,0-0.2
94527,"[24, 2, 0, 144, 250, 348, 350, 289, 338, 341, 454, 429, 336, 1, 177]","{0, 1, 2, 3}",0.75,0.6-0.8
91051,"[193, 119, 231, 371, 219, 42, 41, 104, 80, 162, 419, 305, 194, 192, 369]",{0},0.0,0-0.2
47947,"[428, 218, 244, 297, 42, 254, 306, 0, 30, 24, 420, 194, 77, 292, 98]",{0},1.0,0.8-1.0
117851,"[1, 10, 192, 179, 11, 154, 363, 160, 385, 506, 227, 253, 482, 193, 4]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}",0.3076923076923077,0.2-0.4
4573,"[2, 383, 34, 0, 1, 228, 403, 156, 496, 72, 451, 454, 416, 399, 127]","{0, 1, 2, 3, 4}",0.6,0.6-0.8
197933,"[460, 148, 291, 26, 63, 315, 1, 505, 300, 253, 121, 213, 340, 113, 99]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}",0.1,0-0.2
182261,"[1, 166, 74, 294, 385, 70, 302, 124, 209, 193, 272, 320, 452, 478, 189]","{0, 1}",0.5,0.4-0.6
41401,"[491, 355, 344, 458, 402, 31, 247, 326, 27, 318, 8, 186, 240, 33, 3]",{0},0.0,0-0.2
137739,"[59, 0, 348, 91, 23, 358, 180, 380, 321, 56, 339, 118, 164, 125, 342]","{0, 1}",0.5,0.4-0.6
38294,"[0, 76, 157, 269, 240, 70, 216, 260, 257, 329, 127, 201, 381, 327, 500]",{0},1.0,0.8-1.0
59763,"[256, 2, 301, 183, 378, 376, 492, 119, 382, 34, 465, 468, 467, 364, 351]","{0, 1, 2}",0.3333333333333333,0.2-0.4
122987,"[83, 160, 127, 141, 295, 273, 306, 370, 43, 250, 426, 459, 319, 171, 103]",{0},0.0,0-0.2
89674,"[497, 0, 246, 154, 486, 14, 191, 243, 431, 43, 504, 142, 33, 197, 70]","{0, 1, 2, 3, 4, 5, 6, 7}",0.125,0-0.2
19781,"[1, 271, 2, 90, 492, 245, 226, 116, 203, 240, 11, 97, 254, 206, 352]","{0, 1, 2}",0.6666666666666666,0.6-0.8
99061,"[292, 6, 17, 116, 349, 88, 285, 233, 224, 190, 100, 368, 13, 434, 391]","{0, 1, 2, 3, 4, 5, 6, 7}",0.125,0-0.2
99879,"[384, 206, 116, 117, 3, 86, 0, 359, 159, 122, 373, 223, 428, 240, 455]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}",0.14285714285714285,0-0.2
202127,"[0, 201, 207, 265, 118, 417, 384, 148, 204, 177, 28, 286, 34, 448, 277]",{0},1.0,0.8-1.0
204202,"[0, 384, 368, 9, 267, 191, 165, 388, 336, 275, 408, 140, 340, 187, 237]","{0, 1, 2, 3}",0.25,0.2-0.4
81725,"[265, 299, 508, 388, 3, 213, 7, 56, 62, 484, 8, 369, 80, 291, 384]","{0, 1, 2, 3, 4, 5, 6, 7, 8}",0.3333333333333333,0.2-0.4
139003,"[162, 351, 187, 199, 8, 2, 487, 443, 32, 211, 167, 4, 118, 164, 473]","{0, 1, 2, 3, 4}",0.4,0.4-0.6
31981,"[227, 380, 233, 20, 0, 63, 302, 346, 378, 109, 238, 212, 165, 134, 113]","{0, 1, 2}",0.3333333333333333,0.2-0.4
154947,"[380, 398, 446, 116, 485, 263, 366, 8, 63, 367, 207, 364, 431, 175, 278]","{0, 1, 2}",0.0,0-0.2
161195,"[80, 432, 103, 1, 444, 495, 174, 205, 8, 360, 453, 489, 93, 23, 150]","{0, 1}",0.5,0.4-0.6
157795,"[222, 168, 445, 246, 119, 506, 0, 143, 61, 383, 239, 185, 212, 6, 124]","{0, 1, 2, 3, 4, 5, 6}",0.2857142857142857,0.2-0.4
8302,"[149, 416, 461, 27, 191, 101, 351, 136, 9, 12, 106, 479, 45, 139, 484]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}",0.15384615384615385,0-0.2
128086,"[0, 493, 399, 383, 325, 339, 17, 117, 296, 315, 131, 29, 342, 475, 34]","{0, 1}",0.5,0.4-0.6
144165,"[36, 191, 463, 389, 3, 65, 363, 337, 421, 70, 130, 311, 422, 332, 459]","{0, 1, 2, 3, 4, 5}",0.16666666666666666,0-0.2
35904,"[3, 183, 423, 391, 326, 2, 361, 288, 54, 420, 408, 100, 216, 266, 220]","{0, 1, 2, 3, 4, 5}",0.3333333333333333,0.2-0.4
184702,"[4, 204, 251, 303, 5, 121, 156, 266, 338, 482, 496, 310, 153, 403, 313]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}",0.2,0.2-0.4
149308,"[3, 452, 232, 193, 403, 382, 324, 251, 321, 42, 61, 318, 2, 13, 217]","{0, 1, 2, 3, 4}",0.4,0.4-0.6
168888,"[288, 334, 1, 110, 119, 362, 329, 249, 46, 221, 426, 302, 156, 338, 390]","{0, 1, 2, 3, 4, 5, 6}",0.14285714285714285,0-0.2
145679,"[326, 23, 405, 184, 409, 359, 140, 381, 231, 331, 55, 298, 263, 447, 347]","{0, 1, 2}",0.0,0-0.2
145033,"[0, 500, 27, 332, 444, 181, 406, 371, 104, 46, 260, 458, 305, 422, 394]",{0},1.0,0.8-1.0
170844,"[0, 419, 2, 442, 60, 29, 431, 111, 83, 53, 170, 103, 146, 118, 122]","{0, 1}",0.5,0.4-0.6
132650,"[0, 418, 406, 269, 332, 4, 401, 41, 40, 342, 341, 389, 134, 32, 378]","{0, 1, 2, 3, 4, 5}",0.3333333333333333,0.2-0.4
180577,"[198, 213, 161, 108, 381, 444, 85, 322, 149, 313, 159, 147, 408, 295, 358]","{0, 1}",0.0,0-0.2
159707,"[45, 1, 452, 324, 307, 191, 38, 41, 304, 228, 468, 372, 465, 226, 352]","{0, 1}",0.5,0.4-0.6
74910,"[4, 122, 349, 170, 34, 459, 484, 493, 267, 129, 373, 231, 217, 424, 465]","{0, 1, 2, 3, 4, 5, 6}",0.14285714285714285,0-0.2
63175,"[476, 314, 253, 149, 82, 167, 45, 493, 200, 66, 77, 277, 478, 303, 459]","{0, 1, 2, 3}",0.0,0-0.2
5306,"[3, 308, 426, 168, 453, 80, 482, 119, 287, 32, 318, 425, 347, 143, 68]","{0, 1, 2, 3}",0.25,0.2-0.4
9861,"[0, 472, 375, 347, 326, 261, 340, 282, 150, 397, 218, 119, 365, 58, 88]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}",0.1,0-0.2
80321,"[268, 1, 195, 48, 128, 65, 79, 190, 219, 474, 366, 12, 335, 151, 68]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}",0.1,0-0.2
97118,"[0, 280, 454, 217, 121, 303, 154, 320, 5, 214, 113, 169, 278, 175, 181]","{0, 1}",0.5,0.4-0.6
74878,"[17, 21, 385, 508, 202, 174, 321, 259, 440, 8, 126, 24, 210, 122, 487]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}",0.1111111111111111,0-0.2
187633,"[140, 332, 1, 397, 188, 357, 53, 203, 406, 169, 143, 176, 51, 97, 292]","{0, 1, 2}",0.3333333333333333,0.2-0.4
162676,"[381, 2, 37, 357, 225, 70, 133, 95, 351, 135, 449, 224, 7, 161, 115]","{0, 1, 2, 3}",0.25,0.2-0.4
116949,"[282, 16, 39, 336, 446, 168, 457, 366, 451, 318, 348, 126, 413, 144, 461]",{0},0.0,0-0.2
133032,"[363, 234, 6, 315, 464, 229, 442, 361, 141, 15, 507, 183, 243, 382, 513]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}",0.07142857142857142,0-0.2
131461,"[1, 270, 108, 208, 468, 45, 167, 141, 185, 34, 198, 140, 244, 398, 343]","{0, 1, 2, 3, 4}",0.2,0.2-0.4
64207,"[495, 13, 489, 247, 376, 189, 457, 270, 361, 311, 0, 366, 115, 486, 279]",{0},1.0,0.8-1.0
22012,"[256, 0, 327, 3, 417, 441, 432, 194, 146, 26, 239, 265, 84, 372, 18]","{0, 1, 2, 3}",0.5,0.4-0.6
129084,"[0, 1, 173, 291, 177, 69, 244, 246, 399, 167, 438, 191, 30, 472, 151]","{0, 1, 2, 3, 4, 5, 6, 7}",0.25,0.2-0.4
170182,"[0, 323, 281, 310, 456, 239, 434, 136, 79, 474, 476, 179, 123, 34, 420]","{0, 1}",0.5,0.4-0.6
72773,"[301, 132, 238, 215, 338, 0, 156, 12, 430, 478, 194, 258, 366, 253, 337]","{0, 1, 2}",0.3333333333333333,0.2-0.4
114357,"[0, 417, 219, 478, 361, 121, 427, 192, 237, 311, 81, 70, 246, 169, 198]","{0, 1, 2, 3, 4, 5}",0.16666666666666666,0-0.2
111994,"[407, 369, 124, 69, 122, 161, 0, 151, 52, 154, 425, 41, 413, 166, 264]",{0},1.0,0.8-1.0
105183,"[0, 287, 181, 121, 364, 38, 434, 408, 125, 3, 326, 488, 148, 471, 279]","{0, 1, 2}",0.3333333333333333,0.2-0.4
100050,"[178, 248, 251, 194, 438, 0, 184, 484, 16, 12, 268, 151, 78, 381, 363]","{0, 1}",0.5,0.4-0.6
179040,"[107, 399, 299, 343, 462, 201, 246, 374, 385, 231, 187, 342, 200, 279, 400]","{0, 1, 2}",0.0,0-0.2
188377,"[456, 0, 69, 218, 174, 237, 263, 425, 427, 84, 30, 285, 162, 258, 142]",{0},1.0,0.8-1.0
155510,"[391, 257, 6, 192, 415, 218, 400, 384, 428, 375, 454, 185, 155, 204, 416]","{0, 1, 2, 3, 4, 5, 6}",0.14285714285714285,0-0.2
44076,"[353, 8, 161, 499, 213, 462, 266, 387, 54, 1, 416, 472, 103, 129, 147]","{0, 1, 2}",0.3333333333333333,0.2-0.4
27638,"[0, 64, 3, 41, 264, 359, 68, 494, 221, 8, 145, 473, 256, 491, 113]","{0, 1, 2, 3, 4}",0.4,0.4-0.6
144157,"[345, 422, 204, 494, 99, 403, 227, 152, 471, 493, 25, 101, 267, 116, 302]",{0},0.0,0-0.2
50073,"[359, 258, 267, 205, 243, 104, 7, 239, 448, 193, 252, 411, 136, 492, 367]","{0, 1, 2, 3, 4}",0.0,0-0.2
122162,"[52, 134, 466, 244, 457, 113, 490, 323, 190, 326, 118, 270, 11, 355, 501]","{0, 1, 2, 3, 4, 5}",0.0,0-0.2
73043,"[0, 113, 486, 267, 314, 152, 261, 228, 406, 157, 76, 339, 311, 338, 235]","{0, 1}",0.5,0.4-0.6
33357,"[99, 0, 404, 1, 450, 104, 364, 322, 9, 429, 296, 422, 309, 382, 311]","{0, 1}",1.0,0.8-1.0
187858,"[0, 236, 111, 18, 424, 35, 242, 416, 302, 459, 488, 228, 33, 177, 498]",{0},1.0,0.8-1.0
180132,"[370, 372, 453, 207, 87, 214, 291, 474, 89, 338, 69, 322, 461, 247, 53]","{0, 1}",0.0,0-0.2
86446,"[0, 310, 55, 135, 475, 180, 371, 62, 281, 248, 184, 429, 71, 305, 88]",{0},1.0,0.8-1.0
72553,"[105, 297, 162, 400, 483, 226, 195, 450, 259, 472, 208, 230, 373, 260, 98]","{0, 1, 2, 3, 4, 5, 6, 7, 8}",0.0,0-0.2
136178,"[298, 282, 204, 107, 327, 118, 191, 39, 96, 257, 273, 454, 189, 488, 304]","{0, 1}",0.0,0-0.2
867,"[1, 119, 376, 65, 400, 474, 181, 237, 261, 287, 2, 434, 208, 167, 477]","{0, 1, 2, 3, 4, 5}",0.3333333333333333,0.2-0.4
168566,"[1, 2, 274, 27, 209, 393, 462, 453, 24, 0, 158, 48, 498, 417, 432]","{0, 1, 2, 3, 4, 5}",0.5,0.4-0.6
122865,"[1, 42, 259, 220, 170, 341, 309, 34, 295, 217, 238, 77, 408, 106, 380]","{0, 1, 2}",0.3333333333333333,0.2-0.4
150763,"[7, 371, 27, 474, 301, 127, 413, 353, 4, 149, 399, 398, 225, 97, 419]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11}",0.16666666666666666,0-0.2
2635,"[4, 437, 440, 95, 335, 403, 412, 118, 426, 476, 447, 365, 324, 374, 334]","{0, 1, 2, 3, 4, 5}",0.16666666666666666,0-0.2
10732,"[3, 271, 479, 126, 453, 148, 158, 464, 194, 331, 415, 142, 245, 296, 0]","{0, 1, 2, 3}",0.5,0.4-0.6
31181,"[0, 432, 25, 335, 238, 408, 398, 314, 341, 327, 373, 397, 399, 448, 34]",{0},1.0,0.8-1.0
185295,"[0, 161, 65, 83, 180, 114, 363, 360, 236, 397, 1, 129, 201, 13, 497]","{0, 1, 2}",0.6666666666666666,0.6-0.8
80347,"[452, 387, 175, 102, 462, 370, 360, 36, 344, 453, 65, 178, 388, 306, 241]","{0, 1, 2, 3, 4}",0.0,0-0.2
21303,"[0, 10, 259, 40, 160, 231, 183, 195, 187, 424, 449, 328, 367, 200, 400]",{0},1.0,0.8-1.0
50559,"[213, 389, 499, 247, 505, 156, 94, 4, 399, 275, 471, 211, 87, 34, 314]","{0, 1, 2, 3, 4, 5, 6, 7}",0.125,0-0.2
177034,"[496, 133, 75, 236, 330, 65, 379, 420, 178, 62, 163, 6, 157, 88, 395]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11}",0.08333333333333333,0-0.2
186160,"[0, 326, 68, 55, 182, 434, 441, 258, 360, 377, 475, 362, 253, 70, 323]",{0},1.0,0.8-1.0
60359,"[4, 245, 486, 1, 491, 77, 93, 145, 308, 43, 0, 128, 353, 293, 109]","{0, 1, 2, 3, 4, 5}",0.5,0.4-0.6
122397,"[0, 332, 476, 438, 42, 279, 261, 273, 347, 258, 15, 342, 223, 22, 93]","{0, 1}",0.5,0.4-0.6
149675,"[0, 388, 284, 390, 174, 5, 15, 114, 479, 454, 459, 481, 424, 69, 133]","{0, 1, 2, 3, 4, 5}",0.3333333333333333,0.2-0.4
164315,"[462, 498, 8, 59, 79, 439, 76, 348, 431, 496, 408, 50, 46, 191, 0]","{0, 1, 2, 3, 4, 5}",0.16666666666666666,0-0.2
185987,"[135, 327, 450, 110, 78, 175, 66, 496, 275, 343, 461, 310, 395, 132, 401]","{0, 1, 2}",0.0,0-0.2
34115,"[237, 439, 487, 440, 474, 128, 241, 498, 152, 344, 281, 436, 351, 34, 24]","{0, 1, 2}",0.0,0-0.2
99480,"[16, 225, 202, 267, 187, 255, 447, 19, 73, 84, 1, 130, 203, 424, 274]","{0, 1, 2}",0.3333333333333333,0.2-0.4
162280,"[402, 132, 215, 170, 196, 442, 376, 476, 135, 321, 193, 347, 364, 28, 143]",{0},0.0,0-0.2
134737,"[176, 503, 167, 213, 7, 498, 465, 439, 393, 341, 491, 79, 486, 319, 417]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}",0.09090909090909091,0-0.2
142553,"[23, 384, 414, 92, 247, 478, 393, 27, 240, 277, 475, 351, 57, 85, 415]","{0, 1, 2, 3, 4, 5}",0.0,0-0.2
78221,"[152, 156, 463, 419, 380, 355, 356, 131, 410, 8, 418, 467, 242, 264, 428]","{0, 1}",0.0,0-0.2
154713,"[510, 207, 447, 202, 483, 119, 325, 438, 189, 429, 404, 486, 83, 311, 417]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}",0.0,0-0.2
94498,"[270, 318, 385, 377, 380, 79, 0, 76, 324, 327, 480, 228, 99, 499, 325]",{0},1.0,0.8-1.0
3125,"[37, 399, 0, 443, 117, 146, 159, 191, 352, 15, 386, 412, 476, 334, 434]","{0, 1, 2, 3, 4, 5, 6, 7, 8}",0.1111111111111111,0-0.2
60119,"[139, 157, 4, 120, 208, 320, 446, 228, 328, 495, 2, 12, 179, 268, 297]","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}",0.18181818181818182,0-0.2
